"Time","Event"
24,12
100,9
137,13
230,12
265,8
361,24
380,6
399,1
470,29
584,8
595,6
619,5
674,24
756,29
844,24
38,16
88,7
194,15
263,3
324,26
369,11
462,19
503,15
530,7
617,12
711,1
732,15
815,15
937,5
1080,22
1150,4
0,16
101,7
241,15
255,3
320,26
425,11
521,19
600,15
627,7
709,12
790,1
814,15
885,15
1012,5
1170,22
1216,4
18,12
70,9
92,13
179,12
214,8
268,24
313,6
394,1
473,29
587,8
619,6
651,5
720,24
765,29
852,24
43,7
92,18
161,19
234,9
343,17
416,18
474,29
533,26
626,19
741,25
813,4
993,14
1068,22
1202,2
8,26
50,19
103,8
108,13
199,26
315,25
476,14
527,27
580,3
618,21
720,4
807,2
884,9
1026,21
1050,21
21,12
48,9
89,13
173,12
207,8
264,24
298,6
398,1
477,29
597,8
632,6
647,5
726,24
841,29
937,24
29,0
95,4
135,21
169,25
278,12
369,12
522,7
620,1
763,19
861,5
919,13
1025,25
1121,29
1170,29
1240,8
1278,18
14,10
77,14
153,7
241,7
325,24
402,20
489,21
571,16
586,23
666,23
753,3
782,13
881,21
963,24
32,11
175,20
231,23
303,19
339,2
386,29
470,26
564,13
621,24
643,19
724,17
789,9
823,14
19,10
46,14
132,7
224,7
328,24
424,20
490,21
563,16
576,23
659,23
746,3
800,13
896,21
983,24
45,14
47,23
147,8
199,25
279,11
399,6
518,24
565,0
663,10
758,19
769,18
819,14
888,18
17,11
134,20
216,23
286,19
315,2
352,29
398,26
534,13
591,24
621,19
703,17
768,9
821,14
15,10
27,14
104,7
198,7
312,24
404,20
476,21
562,16
576,23
654,23
740,3
790,13
876,21
952,24
35,10
62,14
130,7
221,7
341,24
431,20
515,21
587,16
601,23
685,23
771,3
817,13
898,21
965,24
27,27
99,15
141,4
238,25
274,10
288,14
345,14
461,28
484,6
519,14
593,10
618,29
630,14
717,13
823,4
28,0
119,4
163,21
197,25
341,12
415,12
525,7
624,1
730,19
849,5
948,13
1053,25
1194,29
1225,29
1263,8
1354,18
0,0
88,4
143,21
177,25
289,12
378,12
515,7
607,1
754,19
839,5
902,13
995,25
1100,29
1143,29
1176,8
1222,18
44,21
59,6
159,28
202,15
273,19
432,13
485,25
522,10
642,25
707,20
803,25
860,17
980,26
1075,2
40,12
79,9
143,13
246,12
282,8
378,24
439,6
539,1
610,29
648,8
660,6
667,5
728,24
823,29
876,24
27,6
94,0
158,13
190,27
327,1
373,2
468,11
511,16
592,10
774,19
830,5
911,2
1002,20
1022,12
44,0
144,4
184,21
217,25
344,12
427,12
545,7
634,1
756,19
853,5
971,13
1072,25
1182,29
1209,29
1260,8
1356,18
20,16
78,7
224,15
313,3
366,26
478,11
539,19
590,15
617,7
745,12
868,1
890,15
969,15
1089,5
1213,22
1269,4
40,7
89,18
189,19
261,9
360,17
438,18
457,29
501,26
599,19
697,25
780,4
944,14
1020,22
1090,2
37,11
122,20
178,23
232,19
274,2
320,29
376,26
491,13
547,24
601,19
681,17
747,9
757,14
4,7
90,18
152,19
223,9
302,17
372,18
398,29
465,26
570,19
661,25
779,4
915,14
1002,22
1138,2
1,12
41,9
135,13
184,12
221,8
274,24
340,6
389,1
469,29
561,8
569,6
584,5
667,24
717,29
811,24
8,16
86,7
236,15
285,3
337,26
438,11
513,19
545,15
572,7
658,12
772,1
795,15
876,15
946,5
1091,22
1136,4
13,23
89,15
180,16
209,16
256,3
314,5
364,11
423,2
465,12
559,14
644,16
773,4
888,2
964,16
1039,15
41,5
145,8
259,19
391,28
518,14
539,13
585,20
708,1
787,27
794,19
886,4
955,28
1085,7
1187,18
43,7
136,18
255,19
323,9
419,17
484,18
507,29
587,26
607,19
738,25
805,4
915,14
977,22
1057,2
41,10
62,14
136,7
236,7
325,24
416,20
464,21
534,16
549,23
623,23
710,3
752,13
864,21
937,24
31,14
62,23
136,8
184,25
260,11
337,6
467,24
552,0
673,10
779,19
831,18
873,14
933,18
5,14
58,23
133,8
184,25
262,11
398,6
522,24
598,0
699,10
800,19
859,18
909,14
981,18
7,5
129,22
196,19
304,27
391,3
394,4
473,20
579,3
713,27
816,24
932,25
992,24
1083,24
1188,22
1254,20
49,16
125,7
216,15
240,3
298,26
396,11
483,19
549,15
576,7
662,12
735,1
772,15
844,15
951,5
1084,22
1168,4
34,26
67,19
102,8
110,13
208,26
322,25
434,14
483,27
530,3
569,21
675,4
764,2
891,9
1036,21
1061,21
17,5
126,22
193,19
310,27
392,3
394,4
499,20
618,3
699,27
801,24
845,25
907,24
996,24
1052,22
1148,20
10,14
21,23
135,8
198,25
274,11
375,6
486,24
587,0
706,10
801,19
818,18
857,14
867,18
38,7
97,18
162,19
233,9
340,17
400,18
410,29
477,26
528,19
613,25
700,4
891,14
989,22
1066,2
27,11
117,20
185,23
260,19
299,2
336,29
447,26
550,13
608,24
638,19
727,17
794,9
873,14
26,0
96,4
134,21
168,25
291,12
367,12
451,7
534,1
638,19
770,5
851,13
940,25
1048,29
1108,29
1182,8
1232,18
44,14
80,23
181,8
226,25
303,11
392,6
500,24
598,0
704,10
800,19
838,18
914,14
933,18
27,26
76,19
130,8
173,13
296,26
441,25
581,14
653,27
703,3
742,21
842,4
960,2
1052,9
1170,21
1200,21
23,5
60,8
177,19
304,28
470,14
486,13
570,20
653,1
775,27
785,19
907,4
973,28
1073,7
1174,18
37,23
122,15
229,16
278,16
322,3
363,5
414,11
504,2
546,12
636,14
772,16
898,4
994,2
1066,16
1138,15
28,12
54,9
108,13
153,12
189,8
298,24
335,6
393,1
465,29
591,8
605,6
608,5
679,24
740,29
828,24
45,27
92,15
152,4
234,25
265,10
272,14
329,14
416,28
482,6
513,14
544,10
556,29
579,14
698,13
778,4
45,7
142,18
224,19
295,9
377,17
458,18
501,29
526,26
574,19
671,25
744,4
878,14
950,22
1052,2
3,26
19,19
80,8
90,13
165,26
250,25
344,14
376,27
436,3
477,21
554,4
650,2
722,9
821,21
839,21
43,16
105,7
228,15
248,3
316,26
397,11
456,19
472,15
499,7
579,12
673,1
710,15
789,15
878,5
976,22
1036,4
14,16
116,7
207,15
292,3
333,26
444,11
538,19
567,15
594,7
711,12
830,1
865,15
945,15
1037,5
1172,22
1239,4
43,23
123,15
253,16
291,16
335,3
384,5
434,11
481,2
524,12
618,14
693,16
814,4
906,2
1014,16
1090,15
13,26
60,19
105,8
168,13
288,26
395,25
523,14
601,27
656,3
697,21
787,4
885,2
1004,9
1087,21
1124,21
30,6
100,0
153,13
187,27
319,1
385,2
491,11
527,16
612,10
753,19
788,5
858,2
964,20
976,12
25,0
63,4
113,21
145,25
237,12
284,12
399,7
490,1
599,19
695,5
790,13
875,25
987,29
1015,29
1066,8
1141,18
42,0
98,4
142,21
175,25
324,12
377,12
531,7
629,1
773,19
908,5
980,13
1099,25
1211,29
1271,29
1305,8
1357,18
1,5
101,22
171,19
303,27
379,3
382,4
461,20
581,3
714,27
774,24
888,25
947,24
1042,24
1096,22
1134,20
1,7
50,18
156,19
227,9
324,17
399,18
417,29
445,26
469,19
601,25
661,4
792,14
834,22
927,2
49,16
111,7
233,15
279,3
351,26
475,11
554,19
588,15
615,7
695,12
804,1
838,15
915,15
1011,5
1118,22
1179,4
47,6
116,0
196,13
229,27
352,1
445,2
526,11
564,16
630,10
771,19
832,5
957,2
1050,20
1061,12
16,11
95,20
182,23
259,19
285,2
337,29
383,26
529,13
590,24
629,19
706,17
772,9
797,14
26,6
91,0
126,13
159,27
287,1
375,2
451,11
492,16
584,10
696,19
751,5
874,2
991,20
1011,12
29,5
122,22
187,19
284,27
350,3
355,4
469,20
587,3
724,27
820,24
868,25
932,24
1047,24
1111,22
1159,20
41,6
102,0
161,13
194,27
315,1
360,2
442,11
488,16
559,10
679,19
745,5
838,2
953,20
962,12
10,0
64,4
116,21
148,25
243,12
301,12
