"Time","Event"
4,1
78,1
182,9
282,2
367,14
461,4
478,13
603,10
681,14
745,10
810,0
32,4
158,12
219,10
305,5
463,8
558,4
670,12
749,1
776,12
786,2
4,1
85,1
184,9
282,2
364,14
458,4
487,13
583,10
670,14
760,10
843,0
5,9
92,11
118,10
148,3
189,2
212,2
347,10
390,1
470,12
517,14
1,1
85,1
177,9
276,2
349,14
439,4
461,13
581,10
712,14
786,10
892,0
46,6
126,12
241,7
306,8
309,14
381,4
406,6
414,13
455,0
38,7
83,0
184,9
279,0
304,4
395,10
424,8
520,6
591,10
650,9
32,12
159,8
184,1
296,9
366,2
462,13
512,4
569,9
611,3
697,3
44,9
164,8
281,12
403,9
472,5
604,4
697,3
779,3
874,13
996,13
17,12
95,8
119,1
261,9
282,2
379,13
437,4
497,9
548,3
634,3
7,7
24,0
141,9
235,0
282,4
403,10
433,8
513,6
583,10
644,9
2,1
77,1
177,9
278,2
343,14
430,4
476,13
537,10
666,14
747,10
853,0
45,9
164,8
318,12
432,9
517,5
581,4
640,3
789,3
885,13
1029,13
21,7
50,0
155,9
236,0
263,4
350,10
416,8
570,6
634,10
689,9
18,12
65,11
150,2
241,9
321,13
427,12
553,2
614,10
43,6
166,3
209,4
259,0
322,11
361,2
364,4
458,5
556,11
647,0
38,4
155,12
259,10
354,5
498,8
579,4
695,12
772,1
841,12
845,2
49,1
115,1
209,9
301,2
358,14
449,4
481,13
544,10
632,14
685,10
789,0
5,6
72,12
134,7
214,8
217,14
313,4
330,6
347,13
391,0
14,12
97,8
174,1
325,9
394,2
491,13
528,4
573,9
624,3
710,3
35,9
103,11
118,10
148,3
210,2
267,2
406,10
451,1
555,12
617,14
22,9
121,11
145,10
175,3
228,2
263,2
369,10
414,1
490,12
536,14
23,9
56,11
78,10
106,3
147,2
185,2
335,10
378,1
487,12
550,14
44,6
168,3
232,4
286,0
349,11
384,2
393,4
514,5
618,11
702,0
10,1
77,1
168,9
270,2
357,14
455,4
498,13
608,10
708,14
797,10
857,0
13,12
96,8
148,1
320,9
363,2
461,13
514,4
577,9
628,3
714,3
19,4
129,12
251,10
344,5
506,8
567,4
679,12
760,1
853,12
864,2
27,12
89,8
149,1
283,9
386,2
482,13
562,4
612,9
656,3
742,3
19,4
109,1
193,14
204,9
283,3
362,0
458,2
481,11
518,0
557,5
17,9
43,11
63,10
91,3
138,2
213,2
291,10
336,1
446,12
514,14
19,9
67,11
84,10
113,3
164,2
185,2
308,10
351,1
432,12
496,14
40,4
181,1
233,14
247,9
351,3
425,0
528,2
560,11
607,0
659,5
3,9
95,11
118,10
148,3
219,2
267,2
411,10
456,1
550,12
612,14
45,6
93,12
191,7
302,8
305,14
353,4
374,6
401,13
443,0
33,7
78,0
183,9
277,0
317,4
418,10
498,8
584,6
653,10
709,9
40,4
137,1
170,14
183,9
258,3
332,0
431,2
452,11
498,0
543,5
32,12
99,8
195,1
319,9
367,2
464,13
489,4
536,9
580,3
666,3
14,6
77,12
191,7
307,8
310,14
359,4
395,6
404,13
447,0
8,4
75,1
133,14
151,9
234,3
309,0
413,2
448,11
496,0
535,5
17,4
132,12
242,10
331,5
429,8
526,4
637,12
719,1
752,12
774,2
9,6
78,12
130,7
223,8
226,14
328,4
345,6
374,13
418,0
41,6
120,12
219,7
286,8
289,14
370,4
408,6
436,13
480,0
38,9
115,11
133,10
162,3
228,2
268,2
423,10
469,1
549,12
600,14
29,1
101,1
191,9
283,2
371,14
468,4
493,13
534,10
653,14
705,10
800,0
10,12
123,8
221,1
352,9
442,2
543,13
621,4
678,9
727,3
813,3
24,12
114,8
144,1
285,9
370,2
468,13
498,4
559,9
599,3
685,3
16,9
95,11
122,10
150,3
207,2
242,2
368,10
411,1
495,12
540,14
12,6
69,12
125,7
195,8
198,14
288,4
329,6
349,13
390,0
7,1
94,1
191,9
287,2
376,14
459,4
506,13
542,10
674,14
729,10
825,0
16,4
115,1
144,14
163,9
237,3
315,0
410,2
433,11
468,0
518,5
46,9
181,8
345,12
443,9
530,5
654,4
700,3
830,3
924,13
1079,13
43,6
163,3
236,4
292,0
372,11
430,2
465,4
576,5
689,11
781,0
4,6
85,12
184,7
283,8
286,14
334,4
374,6
382,13
425,0
0,4
118,12
204,10
289,5
418,8
499,4
609,12
689,1
757,12
768,2
28,9
134,11
154,10
184,3
257,2
273,2
376,10
420,1
505,12
558,14
39,9
138,8
246,12
360,9
422,5
513,4
622,3
767,3
876,13
986,13
12,9
169,8
277,12
376,9
454,5
524,4
574,3
667,3
771,13
885,13
22,4
100,1
143,14
162,9
239,3
312,0
408,2
433,11
452,0
506,5
47,9
134,8
284,12
417,9
482,5
583,4
653,3
750,3
838,13
957,13
29,6
128,3
199,4
248,0
335,11
364,2
388,4
432,5
538,11
640,0
13,12
104,8
120,1
275,9
332,2
430,13
505,4
559,9
608,3
694,3
7,4
77,1
126,14
137,9
248,3
327,0
426,2
448,11
466,0
502,5
39,4
181,1
251,14
266,9
343,3
416,0
515,2
542,11
557,0
604,5
3,6
119,3
175,4
221,0
305,11
361,2
403,4
464,5
567,11
668,0
8,12
121,8
157,1
331,9
363,2
460,13
531,4
588,9
628,3
714,3
33,12
75,11
181,2
289,9
361,13
457,12
598,2
649,10
29,9
115,8
240,12
347,9
424,5
526,4
624,3
712,3
801,13
955,13
7,7
16,0
144,9
232,0
255,4
378,10
427,8
543,6
606,10
664,9
3,4
85,12
152,10
233,5
310,8
380,4
471,12
552,1
639,12
655,2
43,4
133,1
165,14
178,9
277,3
351,0
448,2
484,11
505,0
554,5
11,7
63,0
208,9
298,0
331,4
444,10
528,8
605,6
667,10
728,9
5,9
109,8
232,12
326,9
423,5
524,4
603,3
675,3
770,13
901,13
17,9
142,8
232,12
336,9
394,5
509,4
551,3
664,3
775,13
880,13
33,6
108,12
170,7
278,8
281,14
370,4
412,6
428,13
469,0
32,12
92,8
142,1
311,9
381,2
478,13
506,4
551,9
600,3
686,3
11,12
71,11
136,2
234,9
316,13
432,12
514,2
567,10
16,6
74,12
176,7
286,8
289,14
390,4
409,6
420,13
463,0
40,4
116,1
184,14
194,9
305,3
384,0
487,2
525,11
546,0
593,5
33,6
137,3
187,4
234,0
286,11
327,2
382,4
456,5
561,11
662,0
8,4
99,12
225,10
313,5
458,8
550,4
658,12
733,1
763,12
783,2
25,12
87,11
198,2
303,9
400,13
512,12
654,2
714,10
26,9
115,11
142,10
171,3
218,2
264,2
339,10
382,1
469,12
517,14
12,6
79,12
181,7
277,8
280,14
381,4
411,6
428,13
472,0
34,7
44,0
145,9
250,0
286,4
437,10
492,8
567,6
631,10
690,9
8,1
90,1
184,9
283,2
344,14
426,4
458,13
518,10
614,14
670,10
726,0
32,1
115,1
217,9
321,2
403,14
481,4
528,13
589,10
666,14
719,10
784,0
27,7
55,0
193,9
256,0
280,4
388,10
413,8
558,6
626,10
681,9
4,9
97,8
274,12
422,9
482,5
553,4
606,3
705,3
808,13
947,13
38,7
91,0
224,9
310,0
336,4
431,10
534,8
634,6
704,10
759,9
27,12
93,11
174,2
260,9
331,13
441,12
562,2
616,10
13,4
81,12
190,10
276,5
423,8
517,4
641,12
724,1
784,12
800,2
46,4
154,12
289,10
381,5
489,8
550,4
669,12
750,1
843,12
851,2
6,4
86,12
143,10
226,5
369,8
467,4
566,12
643,1
705,12
716,2
22,7
73,0
196,9
281,0
333,4
451,10
542,8
698,6
760,10
820,9
25,9
90,11
112,10
141,3
200,2
238,2
342,10
388,1
478,12
524,14
6,12
132,8
166,1
321,9
363,2
465,13
514,4
568,9
608,3
694,3
36,12
102,11
168,2
273,9
359,13
464,12
547,2
611,10
49,6
121,12
235,7
348,8
351,14
391,4
410,6
424,13
465,0
5,9
46,11
60,10
89,3
145,2
219,2
352,10
396,1
501,12
542,14
31,1
107,1
207,9
310,2
369,14
457,4
475,13
561,10
689,14
773,10
882,0
20,12
127,8
212,1
353,9
403,2
503,13
543,4
606,9
655,3
741,3
23,9
100,11
119,10
148,3
207,2
255,2
413,10
459,1
569,12
632,14
28,9
78,11
95,10
125,3
185,2
206,2
360,10
406,1
495,12
538,14
46,1
120,1
215,9
310,2
