"Time","Event"
2,4
104,18
116,24
163,1
184,15
230,19
236,2
295,9
299,5
303,19
396,18
28,23
104,0
140,12
177,2
184,23
191,18
235,17
255,20
278,4
284,14
318,24
342,9
6,18
70,23
108,10
134,19
138,6
161,11
169,11
172,14
197,11
198,4
220,4
243,9
45,12
46,13
106,21
112,10
120,22
142,17
159,17
162,3
178,18
189,12
300,19
316,16
13,4
87,24
107,23
128,3
148,22
182,19
188,15
205,10
206,4
214,0
30,23
135,18
200,2
201,17
213,9
221,20
287,4
345,14
351,0
394,24
425,23
501,12
25,18
38,12
106,22
121,13
139,19
148,3
149,12
152,16
197,10
199,21
211,17
230,17
10,20
135,19
138,18
155,2
161,16
179,6
201,20
253,1
254,12
258,6
298,11
348,6
11,18
87,23
156,4
171,11
176,10
184,4
190,11
198,11
233,9
237,19
276,14
290,6
22,12
52,22
116,12
122,10
221,13
245,18
355,19
371,17
376,16
390,3
420,21
456,17
23,23
151,9
193,2
197,20
249,4
251,14
275,0
346,24
406,12
437,17
449,23
519,18
8,23
120,2
155,23
187,0
190,4
191,14
223,18
287,24
293,20
297,17
384,12
388,9
31,17
145,14
153,0
185,1
190,1
241,17
250,18
339,2
407,24
506,17
531,4
552,21
37,23
83,9
95,6
148,14
187,21
193,13
216,19
336,3
387,7
498,14
37,21
41,23
88,6
91,9
104,14
202,19
226,13
302,3
336,7
461,14
48,9
55,13
103,21
108,13
154,21
159,1
196,21
197,16
282,10
283,12
29,12
58,10
60,19
71,18
75,21
77,16
102,22
120,17
130,17
138,13
140,3
159,12
15,4
69,24
89,15
124,1
124,19
174,5
192,18
205,2
376,19
481,9
566,18
29,3
118,17
140,22
141,20
199,17
232,18
240,3
252,6
256,17
299,20
303,10
48,4
147,18
152,19
164,24
179,19
193,15
195,1
211,5
232,9
250,2
336,18
28,4
50,1
94,24
114,18
116,18
161,15
161,2
187,19
201,5
319,19
357,9
35,17
158,14
167,1
206,18
217,0
242,1
277,17
342,2
394,24
500,17
554,21
565,4
19,12
95,22
96,19
100,13
101,18
103,10
143,21
162,12
179,16
184,17
282,17
299,3
1,18
88,23
144,6
164,11
186,4
194,19
230,9
237,4
308,11
412,14
443,11
521,10
42,23
92,9
179,13
184,14
186,7
214,14
282,21
316,6
339,19
361,3
23,23
73,9
189,14
200,13
259,21
300,6
360,19
501,7
527,3
640,14
42,4
115,18
128,24
131,9
142,1
173,2
178,15
227,18
240,19
305,5
347,19
15,4
83,24
162,0
222,4
248,15
268,3
279,23
282,22
289,19
291,10
12,12
46,22
70,10
103,3
117,12
145,21
149,13
177,18
209,17
245,19
263,16
295,17
8,1
84,18
117,18
140,10
141,3
180,20
188,5
287,5
341,13
377,6
430,8
527,5
569,17
20,17
30,15
71,8
91,13
112,14
122,9
201,11
319,12
418,10
425,5
508,6
49,17
94,8
105,15
150,13
183,14
223,9
316,11
417,12
507,10
528,5
553,6
43,20
73,6
105,12
112,6
123,2
128,6
135,18
162,16
194,19
205,20
256,1
272,11
37,23
118,2
171,17
178,0
184,9
188,23
191,20
213,4
250,14
261,18
286,24
416,12
13,17
85,8
123,14
151,15
236,13
341,9
393,11
498,12
584,5
669,6
703,10
7,12
35,22
35,13
62,18
81,19
104,16
111,12
118,10
223,17
313,17
341,3
384,21
23,17
33,15
70,8
120,13
122,14
177,5
198,6
253,10
271,11
287,9
429,12
27,23
75,9
130,21
131,14
154,6
156,14
161,3
174,13
177,7
219,19
44,17
81,24
111,1
145,2
146,14
163,1
172,18
185,17
232,0
232,21
271,17
306,4
48,18
105,11
135,11
150,23
182,10
211,14
212,9
226,11
230,6
256,19
278,4
291,4
13,12
54,22
78,18
99,16
119,12
129,13
132,19
159,3
173,17
180,10
202,21
264,17
7,17
49,15
70,8
110,14
132,13
169,11
183,10
205,12
290,9
291,5
306,6
9,20
109,18
136,2
142,16
161,6
175,6
197,12
280,6
375,20
401,19
420,1
471,11
10,4
69,18
78,24
158,15
163,1
166,5
199,19
201,2
223,19
