"Time","Event"
32,31
83,28
164,33
250,1
278,32
367,39
467,16
535,32
626,38
689,6
741,15
750,16
883,15
976,38
1057,26
1104,25
1174,25
108,29
198,26
209,31
271,20
339,39
405,39
476,9
605,6
727,8
852,23
961,38
1043,31
1092,34
1168,9
1221,6
1276,10
1328,1
1396,24
1506,10
48,18
197,22
249,31
309,27
356,19
466,15
493,19
650,18
725,31
761,31
830,31
891,30
1001,14
1107,21
1168,24
1252,2
1307,15
1440,11
1548,17
1622,38
1706,2
1772,14
1802,29
81,39
147,20
180,8
191,4
277,31
392,16
451,6
505,36
548,10
653,6
703,33
707,29
783,18
888,28
974,9
1117,32
1198,25
1267,28
1358,22
1365,9
1507,35
1624,18
11,12
105,3
165,39
276,18
384,33
469,9
620,14
720,36
838,29
899,13
1046,24
1118,28
1152,32
1214,19
1312,36
128,31
194,28
265,33
303,1
327,32
421,39
524,16
591,32
699,38
704,6
751,15
756,16
878,15
963,38
1045,26
1114,25
1197,25
5,24
112,23
133,27
193,1
237,24
285,38
325,25
348,30
432,4
578,38
601,39
644,31
683,4
729,35
802,33
928,5
1071,7
1135,2
108,27
230,27
284,34
363,11
469,5
523,26
596,22
687,3
692,39
835,36
853,34
966,25
1057,10
1066,10
1081,27
1143,25
1220,7
1361,0
1416,39
136,17
225,34
275,10
306,2
466,23
585,1
609,25
653,24
792,14
850,10
966,22
1050,35
1076,39
1141,5
1260,13
1368,4
1462,21
1585,39
1591,27
1640,13
86,38
142,16
230,27
244,8
284,25
328,13
409,4
452,5
529,18
585,33
659,35
691,19
819,9
895,32
992,15
1019,9
1134,19
1152,18
1200,39
1251,23
1304,23
1422,12
126,27
220,27
235,34
311,11
437,5
477,26
553,22
645,3
668,39
767,36
791,34
913,25
1011,10
1032,10
1112,27
1191,25
1232,7
1419,0
1465,39
10,23
97,31
207,30
308,31
350,16
429,4
519,38
564,21
636,12
752,34
842,10
926,5
1000,25
1106,28
1182,23
1297,34
1375,33
1426,21
17,31
76,28
154,33
240,1
267,32
359,39
478,16
548,32
679,38
706,6
713,15
720,16
871,15
948,38
1030,26
1047,25
1156,25
51,26
119,38
154,1
247,31
280,11
320,25
350,38
393,8
432,29
518,8
558,15
632,25
708,15
833,13
850,4
957,38
1076,1
1168,13
1274,27
1345,26
1410,27
104,23
161,31
259,30
305,31
351,16
457,4
547,38
562,21
632,12
681,34
778,10
851,5
925,25
1026,28
1094,23
1217,34
1294,33
1407,21
39,27
129,27
138,34
217,11
337,5
373,26
438,22
530,3
541,39
644,36
682,34
782,25
879,10
896,10
931,27
1033,25
1105,7
1262,0
1333,39
60,24
155,23
172,27
301,1
352,24
401,38
433,25
457,30
534,4
639,38
727,39
788,31
836,4
878,35
956,33
1047,5
1187,7
1242,2
129,38
181,16
265,27
302,8
342,25
401,13
495,4
536,5
609,18
660,33
722,35
779,19
882,9
951,32
1057,15
1084,9
1194,19
1206,18
1268,39
1339,23
1361,23
1458,12
124,27
254,27
284,34
303,11
406,5
460,26
533,22
632,3
662,39
765,36
787,34
887,25
983,10
999,10
1031,27
1103,25
1199,7
1392,0
1436,39
34,10
99,35
185,24
196,8
208,28
320,25
370,39
392,16
415,14
452,13
496,23
589,36
610,11
649,25
727,19
764,1
796,21
843,16
916,2
16,23
100,31
207,30
304,31
339,16
362,4
452,38
480,21
548,12
609,34
693,10
796,5
870,25
913,28
985,23
1064,34
1144,33
1252,21
121,24
232,23
255,27
304,1
370,24
439,38
455,25
487,30
559,4
704,38
792,39
860,31
896,4
939,35
1016,33
1108,5
1240,7
1289,2
121,9
222,33
301,3
341,9
352,22
418,38
523,5
610,33
634,37
646,32
770,28
813,27
896,3
1007,33
1019,0
1057,16
1115,2
1165,35
35,29
152,26
164,31
227,20
339,39
395,39
469,9
584,6
713,8
844,23
954,38
1025,31
1078,34
1142,9
1191,6
1233,10
1308,1
1364,24
1463,10
105,38
164,16
247,27
260,8
301,25
350,13
444,4
527,5
601,18
710,33
773,35
850,19
977,9
1052,32
1128,15
1168,9
1287,19
1310,18
1349,39
1401,23
1415,23
1467,12
92,26
190,0
293,20
301,6
429,5
527,10
534,31
634,19
728,6
839,18
939,28
1021,31
1108,30
1191,23
1287,37
1358,7
1433,5
1575,5
1695,29
1819,39
16,27
115,27
169,34
244,11
361,5
416,26
484,22
583,3
597,39
720,36
766,34
880,25
966,10
986,10
1014,27
1116,25
1162,7
1319,0
1406,39
54,18
191,22
260,31
309,27
350,19
455,15
492,19
668,18
738,31
771,31
822,31
891,30
995,14
1078,21
1146,24
1265,2
1322,15
1446,11
1545,17
1668,38
1814,2
1880,14
1970,29
58,1
102,18
148,25
163,32
272,7
298,38
369,24
439,24
556,38
698,36
705,18
756,17
846,15
976,22
997,27
1027,26
1102,0
1203,2
66,38
120,16
204,27
218,8
258,25
327,13
409,4
443,5
530,18
589,33
642,35
693,19
825,9
897,32
999,15
1050,9
1153,19
1181,18
1229,39
1328,23
1361,23
1441,12
136,9
221,33
316,9
316,3
372,22
423,38
565,5
703,33
721,37
734,32
804,28
844,27
887,3
938,33
942,0
985,16
1078,2
1156,35
34,9
136,33
256,9
273,3
340,22
412,38
512,5
599,33
620,37
633,32
761,28
808,27
867,3
984,33
992,0
1031,16
1135,2
1221,35
92,10
169,4
292,3
323,2
354,10
479,34
532,26
621,15
670,5
734,12
806,1
891,21
1013,12
1112,25
1198,35
1244,8
1377,27
1510,23
1525,7
1536,2
1589,11
43,10
108,35
202,24
289,8
307,28
394,25
431,39
509,16
546,14
586,13
643,23
731,36
793,11
827,25
909,19
944,1
988,21
1050,16
1122,2
140,31
219,28
296,33
299,1
323,32
413,39
504,16
573,32
670,38
686,6
725,15
729,16
862,15
951,38
1033,26
1086,25
1189,25
99,9
185,33
301,3
319,9
364,22
409,38
550,5
659,33
679,37
691,32
812,28
858,27
962,3
1044,33
1049,0
1092,16
1170,2
1256,35
126,17
221,34
279,10
304,2
407,23
513,1
597,25
652,24
765,14
837,10
945,22
1022,35
1063,39
1088,5
1227,13
1302,4
1458,21
1583,39
1590,27
1647,13
90,31
130,28
203,33
292,1
319,32
411,39
529,16
599,32
704,38
755,6
765,15
769,16
871,15
960,38
1044,26
1075,25
1142,25
108,10
179,4
307,2
316,3
321,10
414,34
487,26
569,15
611,5
671,12
740,1
836,21
964,12
1058,25
1146,35
1174,8
1298,27
1428,23
1448,7
1485,2
1527,11
24,10
122,4
246,3
274,2
309,10
406,34
487,26
552,15
597,5
664,12
743,1
839,21
932,12
1007,25
1102,35
1158,8
1322,27
1414,23
1431,7
1448,2
1471,11
15,39
72,20
121,8
173,4
248,31
