*,1,150,0.3,0.8,0.4,0.4444444444444445,0.01632930000050692,960.21484375,50.4,10
*,1,150,0.3,0.9333333333333333,0.4666666666666667,0.4827586206896552,0.01954810000006546,960.21484375,52.13333333333333,10
*,1,150,0.3,1.0,1.0,1.0,0.026812900000550144,960.21484375,46.8,10
*,1,150,0.3,0.8666666666666667,0.43333333333333335,0.4642857142857143,0.030703999999786902,960.2299107142857,48.2,10
*,1,150,0.3,0.8,0.4,0.4444444444444445,0.03312439999990602,960.23046875,49.13333333333333,10
*,1,150,0.3,0.7333333333333333,0.36666666666666664,0.423076923076923,0.027457700000013574,960.23046875,50.13333333333333,10
*,1,150,0.3,0.7333333333333333,0.36666666666666664,0.423076923076923,0.03299629999946774,960.23046875,51.4,10
*,1,150,0.3,1.0,1.0,1.0,0.0433311999995567,960.23046875,46.46666666666667,10
*,1,150,0.3,0.6666666666666666,0.3333333333333333,0.4,0.03713149999930465,960.23046875,51.733333333333334,10
*,1,150,0.3,0.8,0.4,0.4444444444444445,0.023325199999817414,1352.79296875,49.6,10
*,1,150,0.3,1.0,1.0,1.0,0.024621400001706206,1352.79296875,49.53333333333333,10
*,1,150,0.3,0.8,0.4,0.4444444444444445,0.025642400001743226,1352.79296875,49.93333333333333,10
*,1,150,0.3,1.0,1.0,1.0,0.030146000000968343,1352.79296875,48.666666666666664,10
*,1,150,0.3,0.8,0.4,0.4444444444444445,0.022136700001283316,1352.79296875,50.13333333333333,10
*,1,150,0.3,1.0,1.0,1.0,0.038770899998780806,1352.79296875,48.666666666666664,10
*,1,150,0.3,1.0,1.0,1.0,0.02658770000016375,1352.79296875,47.06666666666667,10
*,1,150,0.3,0.6666666666666666,0.3333333333333333,0.4,0.03889339999841468,1352.79296875,48.6,10
*,1,150,0.3,0.8666666666666667,0.43333333333333335,0.4642857142857143,0.036944299999959185,1352.79296875,47.2,10
