0, 3, 4, 2, 6, 6, 1, 0, 2
0, 4, 2, 3, 6, 6, 1, 2, 0
4, 0, 2, 3, 6, 6, 1, 0, 2
4, 0, 6, 2, 3, 6, 1, 0, 2
0, 4, 3, 2, 6, 1, 0, 6, 2
4, 0, 2, 3, 6, 6, 1, 0, 2
0, 4, 3, 2, 6, 6, 1, 0, 2
0, 3, 4, 6, 2, 1, 0, 6, 2
0, 2, 4, 3, 0, 6, 6, 1, 2
0, 4, 0, 3, 2, 6, 6, 1, 2
4, 0, 2, 3, 6, 6, 1, 2, 0
0, 3, 2, 4, 6, 1, 6, 0, 2
0, 3, 4, 2, 6, 6, 1, 0, 2
0, 3, 4, 2, 6, 6, 1, 2, 0
0, 4, 3, 2, 6, 1, 0, 6, 2
4, 0, 6, 3, 2, 6, 1, 2, 0
0, 3, 2, 4, 6, 0, 6, 1, 2
0, 3, 4, 2, 6, 0, 1, 6, 2
4, 0, 3, 6, 6, 2, 1, 0, 2
0, 4, 2, 3, 0, 6, 6, 1, 2
0, 4, 3, 2, 6, 6, 1, 2, 0
4, 0, 2, 3, 6, 6, 1, 2, 0
4, 0, 2, 3, 6, 6, 1, 2, 0
0, 4, 3, 6, 2, 0, 6, 1, 2
4, 0, 2, 6, 3, 6, 0, 1, 2
0, 0, 3, 4, 2, 6, 1, 2, 6
0, 2, 4, 3, 6, 1, 6, 2, 0
0, 3, 4, 2, 6, 1, 6, 2, 0
0, 3, 2, 4, 6, 1, 6, 2, 0
4, 0, 0, 3, 6, 2, 6, 1, 2
4, 0, 2, 3, 6, 6, 1, 2, 0
4, 0, 3, 6, 2, 6, 1, 2, 0
4, 0, 2, 6, 3, 6, 1, 2, 0
4, 0, 3, 6, 2, 0, 6, 1, 2
0, 4, 3, 2, 6, 1, 6, 0, 2
0, 4, 2, 3, 6, 6, 0, 1, 2
4, 0, 3, 2, 6, 6, 1, 2, 0
0, 4, 3, 2, 6, 6, 0, 1, 2
4, 0, 2, 3, 6, 6, 1, 0, 2
4, 0, 2, 3, 6, 6, 1, 2, 0
4, 0, 2, 6, 3, 0, 6, 1, 2
0, 4, 3, 2, 6, 6, 1, 2, 0
4, 0, 2, 0, 3, 6, 6, 1, 2
4, 0, 2, 6, 3, 0, 6, 1, 2
0, 3, 4, 2, 6, 0, 1, 6, 2
0, 3, 4, 2, 6, 1, 0, 6, 2
0, 4, 3, 0, 2, 6, 6, 1, 2
4, 0, 2, 6, 3, 6, 1, 2, 0
4, 0, 2, 6, 3, 6, 1, 2, 0
4, 0, 3, 6, 2, 0, 6, 1, 2
4, 6, 0, 2, 3, 6, 1, 2, 0
4, 0, 3, 2, 6, 6, 1, 2, 0
0, 4, 3, 2, 6, 6, 0, 1, 2
4, 0, 3, 6, 2, 6, 1, 0, 2
0, 4, 3, 2, 6, 6, 1, 2, 0
4, 0, 3, 2, 0, 6, 6, 1, 2
4, 0, 2, 6, 3, 6, 1, 0, 2
0, 4, 2, 3, 6, 6, 1, 0, 2
4, 0, 3, 2, 6, 0, 6, 1, 2
0, 4, 3, 2, 6, 6, 1, 0, 2
4, 0, 2, 3, 0, 6, 6, 1, 2
0, 3, 4, 2, 6, 1, 6, 2, 0
0, 4, 2, 3, 6, 6, 1, 0, 2
0, 3, 4, 2, 6, 1, 6, 0, 2
4, 0, 3, 2, 6, 6, 0, 1, 2
4, 0, 2, 3, 6, 6, 1, 2, 0
4, 0, 2, 3, 6, 0, 6, 1, 2
4, 0, 2, 3, 6, 0, 6, 1, 2
0, 2, 3, 4, 6, 6, 1, 0, 2
4, 0, 2, 3, 6, 6, 1, 0, 2
0, 4, 3, 0, 2, 6, 1, 6, 2
0, 2, 4, 3, 6, 6, 1, 2, 0
0, 2, 3, 4, 0, 6, 6, 1, 2
0, 3, 4, 6, 2, 6, 1, 0, 2
0, 4, 0, 3, 2, 6, 6, 1, 2
0, 2, 3, 4, 6, 6, 1, 2, 0
4, 0, 3, 6, 2, 6, 1, 0, 2
0, 4, 2, 3, 0, 6, 6, 1, 2
0, 4, 2, 3, 6, 6, 1, 0, 2
4, 0, 3, 2, 6, 6, 1, 0, 2
4, 0, 2, 3, 6, 6, 1, 0, 2
0, 2, 4, 3, 6, 6, 1, 0, 2
0, 4, 3, 2, 0, 6, 6, 1, 2
4, 0, 2, 3, 6, 0, 6, 1, 2
0, 4, 2, 3, 6, 6, 1, 0, 2
0, 3, 4, 2, 6, 0, 6, 1, 2
0, 4, 3, 2, 6, 6, 1, 2, 0
0, 4, 2, 3, 6, 6, 1, 0, 2
4, 0, 2, 3, 6, 0, 6, 1, 2
0, 4, 3, 6, 2, 6, 1, 2, 0
0, 2, 4, 3, 6, 6, 1, 0, 2
4, 0, 2, 3, 6, 0, 6, 1, 2
0, 4, 3, 2, 6, 6, 1, 2, 0
0, 0, 3, 2, 4, 6, 1, 6, 2
0, 4, 3, 2, 6, 6, 1, 2, 0
4, 0, 2, 6, 3, 0, 6, 1, 2
0, 4, 3, 2, 0, 6, 6, 1, 2
4, 0, 3, 2, 6, 0, 6, 1, 2
0, 4, 3, 2, 6, 6, 0, 1, 2
4, 0, 2, 3, 6, 6, 0, 1, 2
4, 0, 6, 2, 3, 0, 6, 1, 2
0, 3, 2, 4, 6, 6, 1, 2, 0
0, 4, 3, 2, 6, 6, 0, 1, 2
4, 0, 3, 2, 6, 6, 1, 0, 2
0, 4, 2, 3, 0, 6, 1, 6, 2
0, 3, 4, 2, 6, 1, 6, 2, 0
0, 4, 3, 2, 6, 6, 1, 0, 2
0, 4, 3, 6, 2, 0, 6, 1, 2
4, 0, 2, 6, 3, 6, 1, 2, 0
4, 0, 2, 6, 3, 0, 6, 1, 2
4, 0, 3, 6, 2, 6, 1, 2, 0
